観測所ID,地点名,かな,都道府県,地方,緯度,経度,標高(m),種別,観測要素,気象庁ページURL,状態,観測期間
19261,中徹別,ナカテシベツ,北海道,北海道,43.198333,144.141667,80,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=0095&year=&month=&day=&view=,現役,
19311,榊町,サカキマチ,北海道,北海道,43.12,145.11,2,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=1195&year=&month=&day=&view=,現役,
19347,鶴丘,ツルオカ：釧路空港,北海道,北海道,43.04,144.191667,95,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=1461&year=&month=&day=&view=,現役,
19376,太田,オオタ,北海道,北海道,43.09,144.778333,85,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=1192&year=&month=&day=&view=,現役,
19416,白糠,シラヌカ,北海道,北海道,42.97,144.061667,9,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=0098&year=&month=&day=&view=,現役,
19432,釧路,クシロ,北海道,北海道,42.985,144.376667,5,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=47418&year=&month=&day=&view=,現役,
19451,知方学,チッポマナイ,北海道,北海道,42.938333,144.735,149,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=19&block_no=1283&year=&month=&day=&view=,現役,
20146,陸別,リクベツ,北海道,北海道,43.471667,143.753333,210,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0101&year=&month=&day=&view=,現役,
20186,ぬかびら源泉郷,ヌカビラゲンセンキョウ,北海道,北海道,43.366667,143.191667,540,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0103&year=&month=&day=&view=,現役,
20266,上士幌,カミシホロ,北海道,北海道,43.241667,143.295,287,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0107&year=&month=&day=&view=,現役,
20276,足寄,アショロ,北海道,北海道,43.243333,143.553333,90,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0109&year=&month=&day=&view=,現役,
20341,本別,ホンベツ,北海道,北海道,43.131667,143.6,67,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0112&year=&month=&day=&view=,現役,
20356,新得,シントク,北海道,北海道,43.076667,142.84,178,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0113&year=&month=&day=&view=,現役,
20361,鹿追,シカオイ,北海道,北海道,43.103333,142.995,206,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0114&year=&month=&day=&view=,現役,
20371,駒場,コマバ,北海道,北海道,43.05,143.183333,112,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=1204&year=&month=&day=&view=,現役,
20421,芽室,メムロ,北海道,北海道,42.9,143.043333,90,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0115&year=&month=&day=&view=,現役,
20432,帯広,オビヒロ,北海道,北海道,42.921667,143.211667,38,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=47417&year=&month=&day=&view=,現役,
20441,池田,イケダ,北海道,北海道,42.92,143.458333,42,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0117&year=&month=&day=&view=,現役,
20506,浦幌,ウラホロ,北海道,北海道,42.808333,143.656667,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0118&year=&month=&day=&view=,現役,
20551,帯広泉,オビヒロイズミ：帯広空港,北海道,北海道,42.733333,143.216667,149,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=1510&year=&month=&day=&view=,現役,
20556,糠内,ヌカナイ,北海道,北海道,42.786667,143.328333,70,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=1286&year=&month=&day=&view=,現役,
20601,上札内,カミサツナイ,北海道,北海道,42.641667,143.096667,251,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=1210&year=&month=&day=&view=,現役,
20606,更別,サラベツ,北海道,北海道,42.651667,143.195,185,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=1211&year=&month=&day=&view=,現役,
20631,大津,オオツ,北海道,北海道,42.686667,143.646667,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=1214&year=&month=&day=&view=,現役,
20696,大樹,タイキ,北海道,北海道,42.5,143.273333,87,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=0121&year=&month=&day=&view=,現役,
20751,広尾,ヒロオ,北海道,北海道,42.293333,143.316667,32,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=20&block_no=47440&year=&month=&day=&view=,現役,
21111,厚真,アツマ,北海道,北海道,42.73,141.888333,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0124&year=&month=&day=&view=,現役,
21126,穂別,ホベツ,北海道,北海道,42.761667,142.143333,56,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0125&year=&month=&day=&view=,現役,
21161,大滝,オオタキ,北海道,北海道,42.67,141.078333,390,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=1067&year=&month=&day=&view=,現役,
21171,森野,モリノ,北海道,北海道,42.63,141.246667,170,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0126&year=&month=&day=&view=,現役,
21187,苫小牧,トマコマイ,北海道,北海道,42.623333,141.546667,6,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=47424&year=&month=&day=&view=,現役,
21226,大岸,オオキシ,北海道,北海道,42.59,140.643333,4,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0128&year=&month=&day=&view=,現役,
21261,白老,シラオイ,北海道,北海道,42.543333,141.351667,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0130&year=&month=&day=&view=,現役,
21276,鵡川,ムカワ,北海道,北海道,42.59,141.933333,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0131&year=&month=&day=&view=,現役,
21297,伊達,ダテ,北海道,北海道,42.475,140.848333,3,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0132&year=&month=&day=&view=,現役,
21312,登別,ノボリベツ,北海道,北海道,42.458333,141.118333,197,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=0134&year=&month=&day=&view=,現役,
21323,室蘭,ムロラン,北海道,北海道,42.311667,140.975,40,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=21&block_no=47423&year=&month=&day=&view=,現役,
22036,日高,ヒダカ,北海道,北海道,42.876667,142.441667,280,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=1202&year=&month=&day=&view=,現役,
22141,日高門別,ヒダカモンベツ,北海道,北海道,42.496667,142.053333,47,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=0136&year=&month=&day=&view=,現役,
22156,新和,シンワ,北海道,北海道,42.543333,142.333333,60,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=0137&year=&month=&day=&view=,現役,
22241,静内,シズナイ,北海道,北海道,42.343333,142.361667,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=0140&year=&month=&day=&view=,現役,
22291,三石,ミツイシ,北海道,北海道,42.245,142.661667,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=1198&year=&month=&day=&view=,現役,
22306,中杵臼,ナカキネウス,北海道,北海道,42.223333,142.948333,98,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=1288&year=&month=&day=&view=,現役,
22327,浦河,ウラカワ,北海道,北海道,42.161667,142.776667,37,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=47426&year=&month=&day=&view=,現役,
22391,えりも岬,エリモミサキ,北海道,北海道,41.925,143.243333,63,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=22&block_no=1340&year=&month=&day=&view=,現役,
23031,長万部,オシャマンベ,北海道,北海道,42.516667,140.373333,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0143&year=&month=&day=&view=,現役,
23086,八雲,ヤクモ,北海道,北海道,42.251667,140.271667,8,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0144&year=&month=&day=&view=,現役,
23166,森,モリ,北海道,北海道,42.066667,140.588333,125,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0145&year=&month=&day=&view=,現役,
23206,川汲,カックミ,北海道,北海道,41.906667,140.97,31,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0147&year=&month=&day=&view=,現役,
23226,北斗,ホクト,北海道,北海道,41.886667,140.653333,25,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0148&year=&month=&day=&view=,現役,
23232,函館,ハコダテ,北海道,北海道,41.816667,140.753333,35,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=47430&year=&month=&day=&view=,現役,
23281,高松,タカマツ：函館空港,北海道,北海道,41.77,140.821667,34,アメダス,気温 / 降水量 / 風 / 積雪,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=1462&year=&month=&day=&view=,現役,
23326,木古内,キコナイ,北海道,北海道,41.68,140.436667,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0917&year=&month=&day=&view=,現役,
23376,松前,マツマエ,北海道,北海道,41.423333,140.086667,30,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0152&year=&month=&day=&view=,現役,
24041,せたな,セタナ,北海道,北海道,42.45,139.851667,10,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=24&block_no=0153&year=&month=&day=&view=,現役,
24051,今金,イマカネ,北海道,北海道,42.428333,140.008333,19,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=24&block_no=0154&year=&month=&day=&view=,現役,
24101,奥尻,オクシリ,北海道,北海道,42.248333,139.556667,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=24&block_no=1199&year=&month=&day=&view=,現役,
24141,熊石,クマイシ,北海道,北海道,42.128333,139.985,12,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=23&block_no=0155&year=&month=&day=&view=,現役,
24156,米岡,ヨネオカ：奥尻空港,北海道,北海道,42.071667,139.431667,49,アメダス,気温 / 降水量 / 風,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=24&block_no=1513&year=&month=&day=&view=,現役,
24201,鶉,ウズラ,北海道,北海道,41.93,140.311667,53,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=24&block_no=1200&year=&month=&day=&view=,現役,
24217,江差,エサシ,北海道,北海道,41.866667,140.123333,4,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=24&block_no=47428&year=&month=&day=&view=,現役,
31001,大間,オオマ,青森県,東北,41.526667,140.911667,14,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1041&year=&month=&day=&view=,現役,
31111,むつ,ムツ,青森県,東北,41.283333,141.21,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=47576&year=&month=&day=&view=,現役,
31121,小田野沢,オダノサワ,青森県,東北,41.235,141.396667,6,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1122&year=&month=&day=&view=,現役,
31136,今別,イマベツ,青森県,東北,41.18,140.481667,30,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1026&year=&month=&day=&view=,現役,
31156,脇野沢,ワキノサワ,青森県,東北,41.145,140.821667,15,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1124&year=&month=&day=&view=,現役,
31186,市浦,シウラ,青森県,東北,41.056667,140.346667,20,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1119&year=&month=&day=&view=,現役,
31201,蟹田,カニタ,青森県,東北,41.045,140.633333,5,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0160&year=&month=&day=&view=,現役,
31296,五所川原,ゴショガワラ,青森県,東北,40.808333,140.458333,9,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0164&year=&month=&day=&view=,現役,
31312,青森,アオモリ,青森県,東北,40.821667,140.768333,3,気象台等,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=47575&year=&month=&day=&view=,現役,
31332,野辺地,ノヘジ,青森県,東北,40.885,141.16,14,アメダス,気温 / 降水量 / 風 / 日照時間 / 積雪 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=0162&year=&month=&day=&view=,現役,
31336,六ケ所,ロッカショ,青森県,東北,40.885,141.271667,80,アメダス,気温 / 降水量 / 風 / 日照時間 / 湿度,https://www.data.jma.go.jp/stats/etrn/index.php?prec_no=31&block_no=1027&year=&month=&day=&view=,現役,
